"Eastern Date Hour","Eastern Date Hour Time Zone","Zone Name","Zone PTID","DAM Zonal LBMP","DAM Zonal Losses","DAM Zonal Congestion","DAM Zonal Price Version"
"2017/11/13 00:00:00","EST","N.Y.C.","61761","29.22","1.74","-9.91","1"
"2017/11/13 01:00:00","EST","N.Y.C.","61761","27","1.51","-10.22","1"
"2017/11/13 02:00:00","EST","N.Y.C.","61761","25.55","1.54","-8.5","1"
"2017/11/13 03:00:00","EST","N.Y.C.","61761","26.02","1.57","-7.39","1"
"2017/11/13 04:00:00","EST","N.Y.C.","61761","26.14","1.52","-8.8","1"
"2017/11/13 05:00:00","EST","N.Y.C.","61761","31.66","2.13","-7.84","1"
"2017/11/13 06:00:00","EST","N.Y.C.","61761","40.72","3.36","-3.48","1"
"2017/11/13 07:00:00","EST","N.Y.C.","61761","44.09","3.14","-10.8","1"
"2017/11/13 08:00:00","EST","N.Y.C.","61761","43.97","3.7","-8.39","1"
"2017/11/13 09:00:00","EST","N.Y.C.","61761","43.04","3.79","-6.86","1"
"2017/11/13 10:00:00","EST","N.Y.C.","61761","42.27","4.06","-5.69","1"
"2017/11/13 11:00:00","EST","N.Y.C.","61761","40.1","3.94","-5.36","1"
"2017/11/13 12:00:00","EST","N.Y.C.","61761","39.53","3.67","-7.23","1"
"2017/11/13 13:00:00","EST","N.Y.C.","61761","37.98","3.71","-5.52","1"
"2017/11/13 14:00:00","EST","N.Y.C.","61761","36.11","3.52","-5.29","1"
"2017/11/13 15:00:00","EST","N.Y.C.","61761","38.2","3.49","-7.27","1"
"2017/11/13 16:00:00","EST","N.Y.C.","61761","43.6","3.57","-10.48","1"
"2017/11/13 17:00:00","EST","N.Y.C.","61761","51.19","4.78","-6.6","1"
"2017/11/13 18:00:00","EST","N.Y.C.","61761","52.27","4.53","-9.34","1"
"2017/11/13 19:00:00","EST","N.Y.C.","61761","49.34","4.76","-5.89","1"
"2017/11/13 20:00:00","EST","N.Y.C.","61761","45.51","4.4","-7.52","1"
"2017/11/13 21:00:00","EST","N.Y.C.","61761","38.73","3.72","-6.38","1"
"2017/11/13 22:00:00","EST","N.Y.C.","61761","31.04","3.32","-1.75","1"
"2017/11/13 23:00:00","EST","N.Y.C.","61761","30.11","2.04","-10.6","1"
"2017/11/14 00:00:00","EST","N.Y.C.","61761","33.12","1.06","-22.87","1"
"2017/11/14 01:00:00","EST","N.Y.C.","61761","31.34","1.15","-19.77","1"
"2017/11/14 02:00:00","EST","N.Y.C.","61761","30.75","0.9","-21.49","1"
"2017/11/14 03:00:00","EST","N.Y.C.","61761","29.77","0.89","-20.38","1"
"2017/11/14 04:00:00","EST","N.Y.C.","61761","30.58","1.04","-19.74","1"
"2017/11/14 05:00:00","EST","N.Y.C.","61761","34.12","1.54","-18.68","1"
"2017/11/14 06:00:00","EST","N.Y.C.","61761","42.85","2.67","-15.68","1"
"2017/11/14 07:00:00","EST","N.Y.C.","61761","46.45","2.9","-16.69","1"
"2017/11/14 08:00:00","EST","N.Y.C.","61761","45.32","3.24","-14.17","1"
"2017/11/14 09:00:00","EST","N.Y.C.","61761","45.67","3.45","-12.97","1"
"2017/11/14 10:00:00","EST","N.Y.C.","61761","42.31","3.76","-8.45","1"
"2017/11/14 11:00:00","EST","N.Y.C.","61761","40.75","3.79","-6.9","1"
"2017/11/14 12:00:00","EST","N.Y.C.","61761","39.67","3.49","-9.34","1"
"2017/11/14 13:00:00","EST","N.Y.C.","61761","38.09","3.3","-9.21","1"
"2017/11/14 14:00:00","EST","N.Y.C.","61761","37.62","3.18","-9.41","1"
"2017/11/14 15:00:00","EST","N.Y.C.","61761","38.7","3.22","-9.91","1"
"2017/11/14 16:00:00","EST","N.Y.C.","61761","43.92","3.32","-13.83","1"
"2017/11/14 17:00:00","EST","N.Y.C.","61761","52.81","3.95","-15.88","1"
"2017/11/14 18:00:00","EST","N.Y.C.","61761","50.38","3.95","-13.75","1"
"2017/11/14 19:00:00","EST","N.Y.C.","61761","46.49","3.98","-10.71","1"
"2017/11/14 20:00:00","EST","N.Y.C.","61761","42.5","3.81","-9.81","1"
"2017/11/14 21:00:00","EST","N.Y.C.","61761","38.56","3.96","-4.55","1"
"2017/11/14 22:00:00","EST","N.Y.C.","61761","32.65","3.33","-3.34","1"
"2017/11/14 23:00:00","EST","N.Y.C.","61761","30.63","2.1","-11.34","1"
"2017/11/15 00:00:00","EST","N.Y.C.","61761","29.22","1.84","-8.83","1"
"2017/11/15 01:00:00","EST","N.Y.C.","61761","27.7","1.68","-9.07","1"
"2017/11/15 02:00:00","EST","N.Y.C.","61761","25.45","1.48","-8.7","1"
"2017/11/15 03:00:00","EST","N.Y.C.","61761","24.89","1.42","-8.79","1"
"2017/11/15 04:00:00","EST","N.Y.C.","61761","25.59","1.38","-9.67","1"
"2017/11/15 05:00:00","EST","N.Y.C.","61761","29.97","1.91","-8.79","1"
"2017/11/15 06:00:00","EST","N.Y.C.","61761","39.02","3.37","-4.77","1"
"2017/11/15 07:00:00","EST","N.Y.C.","61761","43.49","3.91","0.28","1"
"2017/11/15 08:00:00","EST","N.Y.C.","61761","42.99","4.27","-0.27","1"
"2017/11/15 09:00:00","EST","N.Y.C.","61761","42.95","4.16","-1.26","1"
"2017/11/15 10:00:00","EST","N.Y.C.","61761","40.71","4.17","-0.84","1"
"2017/11/15 11:00:00","EST","N.Y.C.","61761","39.32","3.72","-2.65","1"
"2017/11/15 12:00:00","EST","N.Y.C.","61761","38.54","3.58","-4.37","1"
"2017/11/15 13:00:00","EST","N.Y.C.","61761","38.62","3.51","-5.31","1"
"2017/11/15 14:00:00","EST","N.Y.C.","61761","37.92","3.47","-5.27","1"
